cohort,year,tank,treatment,replicate,tube,length,sex,mic,castrated,ploidy
adult,2014,9,0,5,,4.2,1,0,0,2
adult,2014,9,0,5,,4.1,1,0,0,2
adult,2014,9,0,5,,4,1,0,0,2
adult,2014,9,0,5,,3.9,1,0,0,2
adult,2014,9,0,5,,4,1,0,0,2
adult,2014,9,0,5,,3.6,1,0,0,2
adult,2014,9,0,5,,3.9,1,0,0,2
adult,2014,9,0,5,,4.2,1,0,0,2
adult,2014,9,0,5,,4.2,1,0,0,2
adult,2014,9,0,5,,4,1,0,0,2
adult,2014,9,0,5,,4.1,1,0,0,2
adult,2014,9,0,5,,4.1,1,0,1,2
adult,2014,9,0,5,,3.9,1,0,0,2
adult,2014,9,0,5,,4,1,0,0,2
adult,2014,9,0,5,,3.9,1,0,0,2
adult,2014,9,0,5,,4.1,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4.1,1,0,0,
adult,2014,9,0,5,,2.6,1,0,0,
adult,2014,9,0,5,,4.2,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4.6,1,0,0,
adult,2014,9,0,5,,4.2,1,0,0,
adult,2014,9,0,5,,3.8,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4.2,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,3.5,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4.5,1,0,1,
adult,2014,9,0,5,,3.1,1,0,0,
adult,2014,9,0,5,,3.9,1,0,0,
adult,2014,9,0,5,,3.9,1,0,0,
adult,2014,9,0,5,,3.9,1,0,0,
adult,2014,9,0,5,,4,1,0,0,
adult,2014,9,0,5,,4.5,1,0,0,
adult,2014,10,1,5,J_1,3.8,0,1,1,2
adult,2014,10,1,5,J_2,5,0,0,0,2
adult,2014,10,1,5,J_3,4.9,0,0,0,2
adult,2014,10,1,5,J_4,4.9,0,1,1,2
adult,2014,10,1,5,J_5,3,0,1,1,0
adult,2014,10,1,5,J_6,4.1,0,0,0,3
adult,2014,10,1,5,J_7,3.9,0,1,1,2
adult,2014,10,1,5,J_8,5.5,0,0,0,0
adult,2014,10,1,5,J_9,4.9,0,0,0,3
adult,2014,10,1,5,J_10,4.5,0,0,0,2
adult,2014,10,1,5,J_11,5.1,0,0,0,3
adult,2014,10,1,5,J_12,4.8,0,0,0,2
adult,2014,10,1,5,J_13,5,0,0,0,3
adult,2014,10,1,5,J_14,5,0,0,0,0
adult,2014,10,1,5,J_15,5.3,0,0,1,3
adult,2014,10,1,5,J_16,4.3,0,0,0,3
adult,2014,10,1,5,J_17,3.9,0,1,1,
adult,2014,10,1,5,J_18,5,0,1,1,
adult,2014,10,1,5,J_19,4.9,0,0,0,2
adult,2014,10,1,5,J_20,4.9,0,0,0,2
adult,2014,10,1,5,J_21,5.1,0,0,0,
adult,2014,10,1,5,J_22,4.7,0,0,0,3
adult,2014,10,1,5,J_23,5.1,0,0,0,2
adult,2014,10,1,5,J_24,4.9,0,0,0,2
adult,2014,10,1,5,J_25,4.1,0,0,0,3
adult,2014,10,1,5,J_26,4.3,0,1,1,3
adult,2014,10,1,5,J_27,5,0,0,0,2
adult,2014,10,1,5,J_28,4.8,0,1,1,2
adult,2014,10,1,5,J_29,4.7,0,0,0,2
adult,2014,10,1,5,J_30,3.8,0,0,0,3
adult,2014,10,1,5,J_31,5.3,0,0,0,3
adult,2014,10,1,5,J_32,5.5,0,0,0,3
adult,2014,10,1,5,J_33,5.1,0,0,0,3
adult,2014,10,1,5,J_34,4.5,0,0,0,
adult,2014,10,1,5,J_35,4.8,0,0,0,2
adult,2014,10,1,5,J_36,4.8,0,0,0,2
adult,2014,10,1,5,J_37,4.3,0,0,0,2
adult,2014,10,1,5,J_38,5,0,0,0,2
adult,2014,10,1,5,J_39,5.1,0,0,0,2
adult,2014,10,1,5,J_40,4.2,0,0,0,3
adult,2014,10,1,5,J_41,4.5,0,0,0,2
adult,2014,10,1,5,J_42,5.2,0,0,0,2
adult,2014,10,1,5,J_43,5.8,0,0,0,2
adult,2014,10,1,5,J_44,4.5,0,0,0,3
adult,2014,10,1,5,J_45,4.3,0,0,1,0
adult,2014,10,1,5,J_46,5.4,0,0,0,3
adult,2014,10,1,5,J_47,4.5,0,0,1,2
adult,2014,10,1,5,J_48,5.1,0,0,0,3
adult,2014,10,1,5,J_49,4.1,0,1,1,2
adult,2014,10,1,5,J_50,4.6,0,0,0,3
adult,2014,10,1,5,J_51,4.5,0,0,0,
adult,2014,10,1,5,J_52,4.9,0,0,0,
adult,2014,10,1,5,J_53,4.9,0,0,0,
adult,2014,10,1,5,J_54,4.8,0,0,0,
adult,2014,10,1,5,J_55,4.9,0,0,0,
adult,2014,10,1,5,J_56,5.7,0,0,0,
adult,2014,10,1,5,J_57,5,0,0,0,
adult,2014,10,1,5,J_58,5,0,0,0,
adult,2014,10,1,5,J_59,4.8,0,0,0,
adult,2014,10,1,5,J_60,5,0,0,0,
adult,2014,10,1,5,J_61,3.1,0,1,1,0
adult,2014,10,1,5,J_62,4.5,0,0,0,
adult,2014,10,1,5,J_63,4.9,0,0,0,
adult,2014,10,1,5,J_64,4.5,0,0,0,
adult,2014,10,1,5,J_65,5.1,0,0,0,3
adult,2014,10,1,5,J_66,5.2,0,0,0,
adult,2014,10,1,5,J_67,4.5,0,0,1,
adult,2014,10,1,5,J_68,4.2,0,0,0,
adult,2014,10,1,5,J_69,4.5,0,0,0,
adult,2014,10,1,5,J_70,5.5,0,0,0,
adult,2014,10,1,5,J_71,5.2,0,0,0,
adult,2014,10,1,5,J_72,4.9,0,0,0,
adult,2014,10,1,5,J_73,5.5,0,0,0,
adult,2014,10,1,5,J_74,5.6,0,0,0,
adult,2014,10,1,5,J_75,4.5,0,0,0,
adult,2014,10,1,5,J_76,4.8,0,0,1,
adult,2014,10,1,5,J_77,5.1,0,0,1,
adult,2014,10,1,5,J_78,5.7,0,0,0,
adult,2014,10,1,5,J_79,5.2,0,0,0,
adult,2014,10,1,5,J_80,4.6,0,0,0,
adult,2014,10,1,5,J_81,4.9,0,0,0,
adult,2014,10,1,5,J_82,4,0,0,0,
adult,2014,10,1,5,J_83,3.9,0,1,1,
adult,2014,10,1,5,J_84,4.9,0,0,0,
adult,2014,10,1,5,J_85,5,0,0,0,
adult,2014,10,1,5,J_86,5.1,0,0,0,
adult,2014,10,1,5,J_87,3.9,0,1,1,
adult,2014,10,1,5,J_88,5,0,0,0,
adult,2014,10,1,5,J_89,4.9,0,0,0,
adult,2014,10,1,5,J_90,4.2,0,0,0,
adult,2014,10,1,5,J_91,4.8,0,0,0,
adult,2014,10,1,5,J_92,4.8,0,0,0,
adult,2014,10,1,5,J_93,5.2,0,0,0,
adult,2014,10,1,5,J_94,5,0,0,0,
adult,2014,10,1,5,J_95,4.8,0,0,0,3
adult,2014,10,1,5,J_96,5,0,0,0,
adult,2014,10,1,5,J_97,5,0,0,0,
adult,2014,10,1,5,J_98,5.2,0,0,0,
adult,2014,10,1,5,J_99,4.9,0,0,0,
adult,2014,10,1,5,J_100,5.2,0,0,0,3
adult,2014,10,1,5,J_101,5.8,0,0,0,
adult,2014,10,1,5,J_102,5,0,0,0,
adult,2014,10,1,5,J_103,5,0,0,0,
adult,2014,10,1,5,J_104,5,0,0,0,
adult,2014,10,1,5,J_105,4.9,0,0,0,
adult,2014,10,1,5,J_106,4.8,0,0,0,
adult,2014,10,1,5,J_107,5.1,0,0,0,
adult,2014,10,1,5,J_108,4.7,0,0,1,
adult,2014,10,1,5,J_109,4.9,0,0,0,
adult,2014,10,1,5,J_110,4.8,0,0,0,
adult,2014,10,1,5,J_111,5.1,0,0,1,
adult,2014,10,1,5,J_112,4.8,0,0,0,
adult,2014,10,1,5,J_113,4.9,0,0,0,
adult,2014,10,1,5,J_114,5.1,0,0,0,
adult,2014,10,1,5,J_115,4.9,0,0,0,
adult,2014,10,1,5,J_116,5,0,0,0,
adult,2014,10,1,5,J_117,4.5,0,1,1,
adult,2014,10,1,5,J_118,2.3,0,0,0,
adult,2014,10,1,5,,4.1,1,0,0,2
adult,2014,10,1,5,,4.1,1,0,0,2
adult,2014,10,1,5,,4.8,1,0,1,2
adult,2014,10,1,5,,4.5,1,0,0,2
adult,2014,10,1,5,,4.9,1,0,0,2
adult,2014,10,1,5,,4.1,1,0,0,2
adult,2014,10,1,5,,4,1,0,0,2
adult,2014,10,1,5,,4,1,0,0,2
adult,2014,10,1,5,,4,1,0,0,2
adult,2014,10,1,5,,4.1,1,0,0,2
adult,2014,10,1,5,,4.1,1,1,1,2
adult,2014,10,1,5,,4.1,1,0,0,2
adult,2014,10,1,5,,3.9,1,1,1,
adult,2014,10,1,5,,5.1,1,0,0,
adult,2014,10,1,5,,4.1,1,0,0,
adult,2014,10,1,5,,3.5,1,0,0,
adult,2014,10,1,5,,4.3,1,0,0,
adult,2014,10,1,5,,4.5,1,0,0,
adult,2014,10,1,5,,4.1,1,0,0,
adult,2014,10,1,5,,3.6,1,1,1,
adult,2014,10,1,5,,4,1,0,0,
adult,2014,10,1,5,,4.1,1,0,0,
adult,2014,10,1,5,,4.3,1,0,0,
adult,2014,10,1,5,,4.4,1,0,0,
adult,2014,10,1,5,,3.5,1,0,0,
adult,2014,10,1,5,,3.8,1,1,1,
adult,2014,10,1,5,,4.2,1,0,0,
adult,2014,10,1,5,,3.6,1,0,0,
adult,2014,10,1,5,,4.1,1,0,0,
adult,2014,10,1,5,,3.9,1,0,0,
adult,2014,10,1,5,,4.2,1,0,1,
adult,2014,10,1,5,,4.1,1,0,0,
adult,2014,11,1,6,K_1,3.5,0,1,1,2
adult,2014,11,1,6,K_2,4,0,0,0,2
adult,2014,11,1,6,K_3,4.8,0,0,0,3
adult,2014,11,1,6,K_4,4.2,0,0,0,2
adult,2014,11,1,6,K_5,3.5,0,1,1,3
adult,2014,11,1,6,K_6,3.9,0,0,0,2
adult,2014,11,1,6,K_7,3.2,0,1,1,2
adult,2014,11,1,6,K_8,4.5,0,0,0,2
adult,2014,11,1,6,K_9,5,0,0,0,3
adult,2014,11,1,6,K_10,4.8,0,1,1,2
adult,2014,11,1,6,K_11,4.2,0,0,0,2
adult,2014,11,1,6,K_12,5.5,0,0,0,3
adult,2014,11,1,6,K_13,4.6,0,0,0,2
adult,2014,11,1,6,K_14,5.1,0,0,1,2
adult,2014,11,1,6,K_15,4.1,0,0,0,3
adult,2014,11,1,6,K_16,4.2,0,0,1,2
adult,2014,11,1,6,K_17,3.1,0,1,1,2
adult,2014,11,1,6,K_18,4.9,0,0,0,2
adult,2014,11,1,6,K_19,4.5,0,0,0,2
adult,2014,11,1,6,K_20,4,0,0,1,2
adult,2014,11,1,6,K_21,5.2,0,0,0,3
adult,2014,11,1,6,K_22,4,0,0,0,3
adult,2014,11,1,6,K_23,4,0,0,0,3
adult,2014,11,1,6,K_24,4.6,0,0,1,3
adult,2014,11,1,6,K_25,4.7,0,0,0,3
adult,2014,11,1,6,K_26,5,0,0,0,3
adult,2014,11,1,6,K_27,4,0,0,1,2
adult,2014,11,1,6,K_28,3.8,0,0,0,2
adult,2014,11,1,6,K_29,5.1,0,0,1,2
adult,2014,11,1,6,K_30,3.1,0,1,1,2
adult,2014,11,1,6,K_31,4.9,0,0,1,3
adult,2014,11,1,6,K_32,5,0,0,0,3
adult,2014,11,1,6,K_33,5.6,0,0,1,3
adult,2014,11,1,6,K_34,4.5,0,0,0,2
adult,2014,11,1,6,K_35,4.1,0,0,0,2
adult,2014,11,1,6,K_36,3.9,0,0,1,2
adult,2014,11,1,6,K_37,3.9,0,1,1,2
adult,2014,11,1,6,K_38,5,0,0,0,2
adult,2014,11,1,6,K_39,4.1,0,0,0,3
adult,2014,11,1,6,K_40,5.2,0,0,0,3
adult,2014,11,1,6,K_41,4.1,0,0,0,2
adult,2014,11,1,6,K_42,5,0,0,0,3
adult,2014,11,1,6,K_43,5.1,0,0,0,3
adult,2014,11,1,6,K_44,4.8,0,0,0,2
adult,2014,11,1,6,K_45,4.6,0,0,0,2
adult,2014,11,1,6,K_46,4.6,0,0,0,3
adult,2014,11,1,6,K_47,5,0,0,0,3
adult,2014,11,1,6,K_48,4.9,0,0,0,2
adult,2014,11,1,6,K_49,4.2,0,0,0,3
adult,2014,11,1,6,K_50,4.2,0,0,0,2
adult,2014,11,1,6,K_51,4.5,0,0,0,
adult,2014,11,1,6,K_52,3.9,0,0,1,
adult,2014,11,1,6,K_53,4.9,0,0,0,
adult,2014,11,1,6,K_54,4.1,0,0,0,
adult,2014,11,1,6,K_55,4.5,0,0,0,
adult,2014,11,1,6,K_56,4,0,0,0,
adult,2014,11,1,6,K_57,4.9,0,0,0,
adult,2014,11,1,6,K_58,4.1,0,0,0,
adult,2014,11,1,6,K_59,4.5,0,0,1,
adult,2014,11,1,6,K_60,4.9,0,0,0,
adult,2014,11,1,6,K_61,4.7,0,0,0,
adult,2014,11,1,6,K_62,5.5,0,0,0,
adult,2014,11,1,6,K_63,4.9,0,0,0,
adult,2014,11,1,6,K_64,4.5,0,0,0,
adult,2014,11,1,6,K_65,3.4,0,0,1,
adult,2014,11,1,6,K_66,5,0,0,0,
adult,2014,11,1,6,K_67,4.8,0,0,0,
adult,2014,11,1,6,K_68,4.9,0,0,0,
adult,2014,11,1,6,K_69,4.5,0,0,0,
adult,2014,11,1,6,K_70,3.1,0,1,1,
adult,2014,11,1,6,K_71,4.1,0,0,0,
adult,2014,11,1,6,K_72,4.2,0,0,0,
adult,2014,11,1,6,K_73,4.5,0,0,0,
adult,2014,11,1,6,K_74,5.1,0,0,1,
adult,2014,11,1,6,K_75,4.5,0,0,0,
adult,2014,11,1,6,K_76,4.5,0,0,1,
adult,2014,11,1,6,K_77,4.5,0,0,0,
adult,2014,11,1,6,K_78,4.3,0,0,0,
adult,2014,11,1,6,K_79,4.9,0,0,1,
adult,2014,11,1,6,K_80,4.9,0,0,0,
adult,2014,11,1,6,K_81,5,0,0,0,
adult,2014,11,1,6,K_82,3.2,0,1,1,
adult,2014,11,1,6,K_83,4.9,0,0,0,
adult,2014,11,1,6,K_84,4.5,0,0,1,
adult,2014,11,1,6,K_85,5,0,0,0,
adult,2014,11,1,6,K_86,4.4,0,0,0,
adult,2014,11,1,6,K_87,4.9,0,0,0,
adult,2014,11,1,6,K_88,4.4,0,0,0,
adult,2014,11,1,6,K_89,5,0,0,0,
adult,2014,11,1,6,K_90,4.5,0,0,0,
adult,2014,11,1,6,K_91,5,0,0,0,
adult,2014,11,1,6,K_92,5,0,0,0,
adult,2014,11,1,6,K_93,5,0,0,0,
adult,2014,11,1,6,K_94,4,0,0,0,
adult,2014,11,1,6,K_95,5,0,0,0,
adult,2014,11,1,6,K_96,4.5,0,0,0,
adult,2014,11,1,6,K_97,4.5,0,0,0,
adult,2014,11,1,6,K_98,3.9,0,1,1,
adult,2014,11,1,6,K_99,4.5,0,0,0,
adult,2014,11,1,6,K_100,2.9,0,1,1,
adult,2014,11,1,6,K_101,4.8,0,0,0,
adult,2014,11,1,6,K_102,3.9,0,0,0,
adult,2014,11,1,6,K_103,4.5,0,0,0,
adult,2014,11,1,6,K_104,5,0,0,0,
adult,2014,11,1,6,K_105,5.1,0,0,0,
adult,2014,11,1,6,K_106,4.5,0,0,1,
adult,2014,11,1,6,K_107,5,0,0,0,
adult,2014,11,1,6,K_108,4.5,0,0,0,
adult,2014,11,1,6,K_109,4.5,0,0,0,
adult,2014,11,1,6,K_110,4.3,0,0,1,
adult,2014,11,1,6,K_111,4.5,0,0,0,
adult,2014,11,1,6,K_112,5,0,0,0,
adult,2014,11,1,6,K_113,4.5,0,0,0,
adult,2014,11,1,6,K_114,2.9,0,0,0,
adult,2014,11,1,6,K_115,5,0,0,0,
adult,2014,11,1,6,K_116,4,0,0,0,
adult,2014,11,1,6,K_117,5,0,0,1,
adult,2014,11,1,6,K_118,5.1,0,0,0,
adult,2014,11,1,6,K_119,5.3,0,0,0,
adult,2014,11,1,6,K_120,4.8,0,0,0,
adult,2014,11,1,6,K_121,3.6,0,1,1,
adult,2014,11,1,6,K_122,4.5,0,0,0,
adult,2014,11,1,6,,3.2,1,0,1,2
adult,2014,11,1,6,,4,1,0,0,2
adult,2014,11,1,6,,4,1,0,0,2
adult,2014,11,1,6,,4.3,1,0,0,2
adult,2014,11,1,6,,4.4,1,0,0,2
adult,2014,11,1,6,,3.6,1,0,0,2
adult,2014,11,1,6,,3.9,1,0,0,2
adult,2014,11,1,6,,4.1,1,0,0,2
adult,2014,11,1,6,,4.1,1,0,1,2
adult,2014,11,1,6,,4.4,1,0,0,2
adult,2014,11,1,6,,4.3,1,0,0,2
adult,2014,11,1,6,,3.8,1,0,0,
adult,2014,11,1,6,,3.8,1,0,0,
adult,2014,11,1,6,,3,1,0,0,
adult,2014,11,1,6,,3.9,1,0,0,
adult,2014,11,1,6,,4,1,0,0,
adult,2014,11,1,6,,3.1,1,0,0,
adult,2014,11,1,6,,4,1,0,0,
adult,2014,11,1,6,,3.5,1,0,0,
adult,2014,11,1,6,,3.6,1,0,0,
adult,2014,11,1,6,,4.1,1,0,0,
adult,2014,11,1,6,,4.1,1,0,0,
adult,2014,11,1,6,,3.8,1,0,0,
adult,2014,11,1,6,,3.6,1,0,0,
adult,2014,11,1,6,,4,1,0,0,
adult,2014,11,1,6,,4.1,1,0,0,
adult,2014,11,1,6,,3.8,1,0,1,
adult,2014,11,1,6,,4.2,1,0,0,
adult,2014,12,0,6,L_1,4.1,0,0,0,3
adult,2014,12,0,6,L_2,4.6,0,0,0,2
adult,2014,12,0,6,L_3,4.9,0,0,0,3
adult,2014,12,0,6,L_4,4.4,0,0,0,2
adult,2014,12,0,6,L_5,4.5,0,0,0,2
adult,2014,12,0,6,L_6,4.1,0,0,0,2
adult,2014,12,0,6,L_7,5,0,1,1,2
adult,2014,12,0,6,L_8,4.8,0,0,0,2
adult,2014,12,0,6,L_9,4,0,0,1,3
adult,2014,12,0,6,L_10,4.8,0,0,0,2
adult,2014,12,0,6,L_11,4.9,0,0,0,2
adult,2014,12,0,6,L_12,2.7,0,0,0,2
adult,2014,12,0,6,L_13,4.2,0,0,0,2
adult,2014,12,0,6,L_14,4.1,0,0,0,2
adult,2014,12,0,6,L_15,5,0,0,1,2
adult,2014,12,0,6,L_16,5,0,0,0,2
adult,2014,12,0,6,L_17,4.6,0,0,0,3
adult,2014,12,0,6,L_18,4.5,0,0,0,3
adult,2014,12,0,6,L_19,4.5,0,0,0,2
adult,2014,12,0,6,L_20,5.2,0,0,0,2
adult,2014,12,0,6,L_21,5.5,0,1,1,2
adult,2014,12,0,6,L_22,4.9,0,0,1,3
adult,2014,12,0,6,L_23,5,0,0,0,2
adult,2014,12,0,6,L_24,4.5,0,0,0,2
adult,2014,12,0,6,L_25,4.2,0,0,0,2
adult,2014,12,0,6,L_26,4.2,0,0,0,3
adult,2014,12,0,6,L_27,4.2,0,0,0,2
adult,2014,12,0,6,L_28,4.3,0,0,0,2
adult,2014,12,0,6,L_29,5,0,0,0,2
adult,2014,12,0,6,L_30,4.8,0,0,0,2
adult,2014,12,0,6,L_31,5.5,0,0,1,3
adult,2014,12,0,6,L_32,5,0,0,0,2
adult,2014,12,0,6,L_33,5,0,0,0,0
adult,2014,12,0,6,L_34,4.8,0,0,0,2
adult,2014,12,0,6,L_35,5,0,0,0,2
adult,2014,12,0,6,L_36,4.2,0,0,0,2
adult,2014,12,0,6,L_37,4.9,0,0,0,2
adult,2014,12,0,6,L_38,4.9,0,0,0,2
adult,2014,12,0,6,L_39,4.6,0,0,0,2
adult,2014,12,0,6,L_40,5.1,0,0,0,
adult,2014,12,0,6,L_41,5,0,0,0,2
adult,2014,12,0,6,L_42,5,0,0,0,3
adult,2014,12,0,6,L_43,4.5,0,0,1,2
adult,2014,12,0,6,L_44,5.1,0,0,0,2
adult,2014,12,0,6,L_45,4.9,0,0,0,2
adult,2014,12,0,6,L_46,4.5,0,0,0,2
adult,2014,12,0,6,L_47,4.3,0,0,1,3
adult,2014,12,0,6,L_48,4.5,0,0,0,0
adult,2014,12,0,6,L_49,4.8,0,0,0,3
adult,2014,12,0,6,L_50,4.8,0,0,0,2
adult,2014,12,0,6,L_51,4.1,0,0,0,
adult,2014,12,0,6,L_52,5,0,0,0,
adult,2014,12,0,6,L_53,4.1,0,0,0,
adult,2014,12,0,6,L_54,5,0,0,0,
adult,2014,12,0,6,L_55,4.2,0,0,0,
adult,2014,12,0,6,L_56,4.5,0,0,0,
adult,2014,12,0,6,L_57,4.9,0,0,1,2
adult,2014,12,0,6,L_58,5.1,0,0,0,
adult,2014,12,0,6,L_59,5,0,0,0,
adult,2014,12,0,6,L_60,4.8,0,0,0,
adult,2014,12,0,6,L_61,4.8,0,0,0,
adult,2014,12,0,6,L_62,4.5,0,0,0,
adult,2014,12,0,6,L_63,3.9,0,0,1,
adult,2014,12,0,6,L_64,4.2,0,0,0,
adult,2014,12,0,6,L_65,4.8,0,0,0,
adult,2014,12,0,6,L_66,4.1,0,0,0,
adult,2014,12,0,6,L_67,4.1,0,0,0,
adult,2014,12,0,6,L_68,5.1,0,0,0,
adult,2014,12,0,6,L_69,4.2,0,0,0,
adult,2014,12,0,6,L_70,4.5,0,0,0,
adult,2014,12,0,6,L_71,3.1,0,1,1,
adult,2014,12,0,6,L_72,5,0,0,1,
adult,2014,12,0,6,L_73,4.9,0,0,0,
adult,2014,12,0,6,L_74,4.8,0,0,1,
adult,2014,12,0,6,L_75,5.2,0,0,0,
adult,2014,12,0,6,L_76,4.3,0,0,0,
adult,2014,12,0,6,L_77,4,0,0,0,
adult,2014,12,0,6,L_78,4,0,0,1,
adult,2014,12,0,6,L_79,5,0,0,0,
adult,2014,12,0,6,L_80,4.5,0,0,1,
adult,2014,12,0,6,L_81,4,0,0,0,
adult,2014,12,0,6,L_82,4.7,0,0,0,
adult,2014,12,0,6,L_83,5,0,0,0,
adult,2014,12,0,6,L_84,4.3,0,0,0,
adult,2014,12,0,6,L_85,5,0,0,0,
adult,2014,12,0,6,L_86,4.9,0,0,0,
adult,2014,12,0,6,L_87,3.9,0,0,0,
adult,2014,12,0,6,L_88,5,0,0,0,
adult,2014,12,0,6,L_89,4.9,0,0,0,
adult,2014,12,0,6,L_90,4.8,0,0,0,
adult,2014,12,0,6,L_91,5,0,1,1,
adult,2014,12,0,6,L_92,4.8,0,0,1,
adult,2014,12,0,6,L_93,5,0,0,0,
adult,2014,12,0,6,L_94,5.5,0,0,0,
adult,2014,12,0,6,L_95,5.1,0,0,0,
adult,2014,12,0,6,L_96,3.5,0,0,0,
adult,2014,12,0,6,L_97,4.2,0,0,0,
adult,2014,12,0,6,L_98,4,0,0,0,
adult,2014,12,0,6,L_99,4.2,0,0,0,
adult,2014,12,0,6,L_100,4.1,0,0,0,
adult,2014,12,0,6,L_101,4.6,0,0,0,
adult,2014,12,0,6,L_102,5,0,0,0,
adult,2014,12,0,6,L_103,4.2,0,0,0,
adult,2014,12,0,6,L_104,4.4,0,0,0,
adult,2014,12,0,6,L_105,4.5,0,0,0,
adult,2014,12,0,6,L_106,4.2,0,0,0,
adult,2014,12,0,6,L_107,4.8,0,0,0,
adult,2014,12,0,6,L_108,5,0,0,0,
adult,2014,12,0,6,L_109,4.2,0,0,0,
adult,2014,12,0,6,,3.6,1,0,0,2
adult,2014,12,0,6,,4,1,0,0,2
adult,2014,12,0,6,,3.7,1,0,0,2
adult,2014,12,0,6,,4,1,0,0,2
adult,2014,12,0,6,,4.5,1,0,0,2
adult,2014,12,0,6,,4.1,1,0,1,2
adult,2014,12,0,6,,3.6,1,0,0,2
adult,2014,12,0,6,,4,1,0,0,2
adult,2014,12,0,6,,2.8,1,0,0,2
adult,2014,12,0,6,,2.9,1,0,0,2
adult,2014,12,0,6,,3.2,1,0,0,2
adult,2014,12,0,6,,5,1,0,0,2
adult,2014,12,0,6,,3.6,1,0,0,2
adult,2014,12,0,6,,3.5,1,0,0,2
adult,2014,12,0,6,,4.2,1,0,1,2
adult,2014,12,0,6,,4.3,1,0,0,2
adult,2014,12,0,6,,4.1,1,0,0,2
adult,2014,12,0,6,,3.9,1,0,0,2
adult,2014,12,0,6,,3.9,1,0,0,
adult,2014,12,0,6,,3.6,1,0,0,
adult,2014,12,0,6,,2.5,1,0,0,
adult,2014,12,0,6,,3.9,1,0,0,
adult,2014,12,0,6,,3.7,1,0,0,
adult,2014,12,0,6,,3.7,1,0,0,
adult,2014,12,0,6,,3.9,1,0,0,
adult,2014,12,0,6,,3.8,1,0,0,
adult,2014,12,0,6,,3.5,1,0,0,
adult,2014,12,0,6,,3.9,1,0,1,
adult,2014,12,0,6,,4.5,1,0,0,
adult,2014,12,0,6,,4.2,1,0,1,
adult,2014,12,0,6,,4,1,0,0,
adult,2014,12,0,6,,3.9,1,0,0,
adult,2014,12,0,6,,4,1,0,0,
adult,2014,12,0,6,,3.9,1,0,0,
adult,2014,12,0,6,,3.6,1,0,0,
adult,2014,12,0,6,,4.1,1,0,1,
adult,2014,12,0,6,,3.8,1,0,0,
adult,2014,12,0,6,,4.2,1,0,0,
adult,2014,12,0,6,,3.8,1,0,1,
adult,2014,12,0,6,,3.5,1,0,0,
adult,2014,12,0,6,,3.9,1,0,0,
adult,2015,1,1,1,A_1,4.8,0,0,0,2
adult,2015,1,1,1,A_2,3,0,1,1,2
adult,2015,1,1,1,A_3,4.1,0,1,1,2
adult,2015,1,1,1,A_4,5.2,0,1,1,2
adult,2015,1,1,1,A_5,4.1,0,1,1,0
adult,2015,1,1,1,A_6,4.1,0,1,1,3
adult,2015,1,1,1,A_7,4.7,0,1,1,2
adult,2015,1,1,1,A_8,5,0,0,0,2
adult,2015,1,1,1,A_9,4.8,0,0,0,0
adult,2015,1,1,1,A_10,5.6,0,0,0,2
adult,2015,1,1,1,A_11,4.9,0,0,0,2
adult,2015,1,1,1,A_12,4.9,0,0,0,3
adult,2015,1,1,1,A_13,5,0,0,0,2
adult,2015,1,1,1,A_14,4.8,0,0,1,3
adult,2015,1,1,1,A_15,5.1,0,0,0,2
adult,2015,1,1,1,A_16,3.8,0,1,1,3
adult,2015,1,1,1,A_17,4.5,0,0,0,2
adult,2015,1,1,1,A_18,4.4,0,0,1,2
adult,2015,1,1,1,A_19,4.2,0,1,1,2
adult,2015,1,1,1,A_20,4.5,0,0,0,2
adult,2015,1,1,1,A_21,5.1,0,0,1,2
adult,2015,1,1,1,A_22,5,0,0,0,2
adult,2015,1,1,1,A_23,5,0,0,0,2
adult,2015,1,1,1,A_24,4.8,0,0,0,2
adult,2015,1,1,1,A_25,4.5,0,0,0,2
adult,2015,1,1,1,A_26,4.5,0,0,0,2
adult,2015,1,1,1,A_27,4.6,0,0,0,3
adult,2015,1,1,1,A_28,5.7,0,0,0,3
adult,2015,1,1,1,A_29,5,0,0,0,3
adult,2015,1,1,1,A_30,3.7,0,1,1,2
adult,2015,1,1,1,A_31,4.8,0,0,0,2
adult,2015,1,1,1,A_32,4.5,0,0,0,0
adult,2015,1,1,1,A_33,3.5,0,1,1,2
adult,2015,1,1,1,A_34,3.5,0,1,1,2
adult,2015,1,1,1,A_35,4.1,0,1,1,2
adult,2015,1,1,1,A_36,4.9,0,0,0,0
adult,2015,1,1,1,A_37,5.2,0,0,0,2
adult,2015,1,1,1,A_38,5.1,0,0,0,3
adult,2015,1,1,1,A_39,4.8,0,0,0,2
adult,2015,1,1,1,A_40,3.8,0,1,1,2
adult,2015,1,1,1,A_41,5.1,0,0,0,2
adult,2015,1,1,1,A_42,5.1,0,0,0,3
adult,2015,1,1,1,A_43,4.9,0,0,0,3
adult,2015,1,1,1,A_44,3.1,0,1,1,2
