period,collection,year,site,id,length,sex,mic,ploidy,castrated
0,DV,2005,wpoint,27-3,4,0,0,2,
0,DV,2005,wpoint,27-4,4.6,0,1,2,
0,DV,2005,wpoint,27-5,4.9,0,0,2,
0,DV,2005,wpoint,27-6,5.1,1,0,2,
0,DV,2005,wpoint,27-7,5.5,0,1,2,
0,DV,2005,wpoint,27-8,5.1,0,1,2,
0,DV,2005,wpoint,27-9,4.2,1,0,2,
0,DV,2005,wpoint,27-10,3.9,1,0,2,
0,DV,2005,wpoint,27-11,4.1,1,1,2,
0,DV,2005,wpoint,27-12,3.9,1,0,2,
0,DV,2005,wpoint,27-13,4.6,0,0,2,
0,DV,2005,wpoint,27-14,4.5,0,1,2,
0,DV,2005,wpoint,27-15,4.1,0,0,2,
0,DV,2005,wpoint,27-16,4.9,0,1,2,
0,DV,2005,wpoint,27-17,4.7,1,0,2,
0,DV,2005,wpoint,27-18,4.9,0,1,2,
0,DV,2005,wpoint,27-19,4.7,1,1,2,
0,DV,2005,wpoint,27-20,5.5,0,1,2,
0,DV,2005,wpoint,27-21,4,0,0,2,
0,DV,2005,wpoint,27-22,4.2,1,0,2,
0,DV,2005,wpoint,27-23,4.5,1,0,2,
0,DV,2005,wpoint,27-24,4.1,0,1,2,
0,DV,2005,wpoint,27-25,5.5,0,1,2,
0,DV,2005,wpoint,27-26,4,1,0,2,
0,DV,2005,wpoint,27-27,4.1,0,0,2,
0,DV,2005,wpoint,27-28,4.9,0,1,2,
0,DV,2005,wpoint,27-29,3.8,0,1,2,
0,DV,2005,wpoint,27-30,4.1,0,0,2,
0,DV,2005,wpoint,27-31,4.5,0,0,2,
0,DV,2005,wpoint,27-32,4.3,0,1,2,
0,DV,2005,wpoint,27-33,4.6,0,1,2,
0,DV,2005,wpoint,27-34,4.1,0,0,2,
0,DV,2005,wpoint,27-35,4.3,1,0,2,
0,DV,2005,wpoint,27-36,4.2,0,0,2,
0,DV,2005,wpoint,27-37,3.7,1,0,2,
0,DV,2005,wpoint,27-38,4.6,0,1,2,
0,DV,2005,wpoint,27-39,4.8,1,1,2,
0,DV,2005,wpoint,27-40,5.1,0,1,2,
0,DV,2005,wpoint,27-41,4.7,0,1,2,
0,DV,2005,wpoint,27-42,4.4,1,0,2,
0,DV,2005,wpoint,27-43,5.1,0,1,2,
0,DV,2005,wpoint,27-44,4.3,0,0,2,
0,DV,2005,wpoint,27-45,5,0,0,2,
0,DV,2005,wpoint,27-46,5.3,0,1,2,
0,DV,2005,wpoint,27-47,3.9,1,1,2,
0,DV,2005,wpoint,27-48,3.7,0,1,2,
0,DV,2005,wpoint,27-49,4.9,1,0,2,
0,DV,2005,wpoint,27-50,4,0,1,2,
0,DV,2005,wpoint,27-51,3.9,1,0,2,
0,DV,2005,wpoint,27-52,4.5,0,1,2,
0,DV,2005,wpoint,27-53,4.5,0,1,2,
0,DV,2005,wpoint,27-54,5.3,0,1,2,
0,DV,2005,wpoint,27-56,4.1,1,1,2,
0,DV,2005,wpoint,27-57,4.9,0,1,2,
0,DV,2005,wpoint,27-58,4.3,0,1,2,
0,DV,2005,wpoint,27-59,4,1,0,2,
0,DV,2005,wpoint,27-60,4.7,0,0,2,
0,DV,2005,wpoint,29-55,5,0,1,2,
0,DV,2005,wpoint,29-57,5.5,0,1,2,
0,DV,2005,wpoint,29-63,5.3,0,1,2,
0,DV,2005,wpoint,29-65,4.2,0,1,2,
0,DV,2005,wpoint,29-80,3.2,1,0,2,
0,DV,2005,wpoint,29-81,5,1,1,2,
0,DV,2005,wpoint,29-97,4.5,0,1,2,
0,DV,2005,wpoint,32-71,4.6,0,1,2,
0,DV,2005,wpoint,32-72,5.1,0,1,2,
0,DV,2005,wpoint,32-96,4.6,0,0,2,
