period,collector,year,site,id,length,sex,mic,ploidy,castrated
1,AKG,2016,swend,434,3.2,0,0,,0
1,AKG,2016,swend,435,5.5,0,0,,1
1,AKG,2016,swend,436,4.8,0,0,,0
1,AKG,2016,swend,437,5.3,0,0,,0
1,AKG,2016,swend,438,4.7,0,0,,0
1,AKG,2016,swend,439,4.5,0,0,,0
1,AKG,2016,swend,440,4.5,0,0,,0
1,AKG,2016,swend,441,4.2,0,0,,1
1,AKG,2016,swend,442,4.5,0,0,,0
1,AKG,2016,swend,443,3.4,0,0,,0
1,AKG,2016,swend,444,3.7,0,0,,1
1,AKG,2016,swend,445,4.1,0,0,,0
1,AKG,2016,swend,446,3.8,0,0,,0
1,AKG,2016,swend,447,4.6,0,0,,0
1,AKG,2016,swend,448,5.5,0,0,,0
1,AKG,2016,swend,449,4,0,0,,1
1,AKG,2016,swend,450,5,0,0,,1
1,AKG,2016,swend,451,4.5,0,0,,0
1,AKG,2016,swend,452,3.7,0,0,,0
1,AKG,2016,swend,453,4.5,0,0,,1
1,AKG,2016,swend,454,4.7,0,0,,1
1,AKG,2016,swend,455,4,0,0,,0
1,AKG,2016,swend,456,4.1,0,0,,0
1,AKG,2016,swend,457,3,0,0,,0
1,AKG,2016,swend,458,4.7,0,0,,0
1,AKG,2016,swend,459,3.7,0,0,,0
1,AKG,2016,swend,,4,1,0,,0
1,AKG,2016,swend,,4.4,1,0,,1
1,AKG,2016,swend,,4.4,1,0,,0
1,AKG,2016,swend,,3.7,1,0,,0
1,AKG,2016,swend,,4.3,1,0,,0
1,AKG,2016,swend,,4.2,1,0,,0
1,AKG,2016,swend,,3.7,1,0,,0
1,AKG,2016,camp,460,5,0,0,3,0
1,AKG,2016,camp,461,4.6,0,0,3,0
1,AKG,2016,camp,462,5.2,0,0,3,0
1,AKG,2016,camp,463,3.7,0,0,2,0
1,AKG,2016,camp,464,3.4,0,0,3,0
1,AKG,2016,camp,465,3.9,0,0,2,0
1,AKG,2016,camp,466,3.5,0,0,3,0
1,AKG,2016,camp,467,3.5,0,0,2,0
1,AKG,2016,camp,468,5.3,0,0,3,0
1,AKG,2016,camp,469,4.8,0,0,3,0
1,AKG,2016,camp,470,4.5,0,0,3,1
1,AKG,2016,camp,471,5,0,0,3,0
1,AKG,2016,camp,472,3.3,0,0,3,0
1,AKG,2016,camp,473,4.1,0,0,3,0
1,AKG,2016,camp,474,4,0,0,3,1
1,AKG,2016,camp,475,3.5,0,0,3,0
1,AKG,2016,camp,476,4.4,0,0,3,1
1,AKG,2016,camp,477,4.4,0,0,2,0
1,AKG,2016,camp,478,5,0,0,3,0
1,AKG,2016,camp,479,3.1,0,0,3,0
1,AKG,2016,camp,480,3.1,0,0,3,0
1,AKG,2016,camp,481,4.2,0,1,3,1
1,AKG,2016,camp,482,4,0,0,3,0
1,AKG,2016,camp,483,3.3,0,0,3,0
1,AKG,2016,camp,484,5.1,0,0,3,0
1,AKG,2016,camp,485,3.7,0,0,3,0
1,AKG,2016,camp,486,3.9,0,0,3,0
1,AKG,2016,camp,487,4,0,0,3,0
1,AKG,2016,camp,488,4,0,0,3,0
1,AKG,2016,camp,489,3.7,0,0,2,0
1,AKG,2016,camp,490,5.2,0,0,2,0
1,AKG,2016,camp,491,4.2,0,0,3,0
1,AKG,2016,camp,492,3.6,0,0,3,1
1,AKG,2016,camp,493,5.3,0,0,3,0
1,AKG,2016,camp,494,3.6,0,0,2,0
1,AKG,2016,camp,495,4,0,0,2,0
1,AKG,2016,camp,496,3.2,0,0,3,0
1,AKG,2016,camp,497,5.3,0,0,3,0
1,AKG,2016,camp,498,4.5,0,1,3,1
1,AKG,2016,camp,499,4.2,0,0,3,0
1,AKG,2016,camp,500,4.4,0,0,3,0
1,AKG,2016,camp,501,3.2,0,0,2,0
1,AKG,2016,camp,502,3.6,0,0,2,0
1,AKG,2016,camp,503,3.2,0,0,2,0
1,AKG,2016,camp,504,3.5,0,0,2,0
1,AKG,2016,camp,505,3.6,0,0,2,0
1,AKG,2016,camp,506,3.7,0,1,3,1
1,AKG,2016,camp,507,4.2,0,0,2,0
1,AKG,2016,camp,508,5.5,0,0,3,0
1,AKG,2016,camp,509,4.8,0,0,3,0
1,AKG,2016,camp,510,3.4,0,0,,1
1,AKG,2016,camp,511,4.5,0,0,,0
1,AKG,2016,camp,512,5.2,0,0,,0
1,AKG,2016,camp,513,5.4,0,0,,1
1,AKG,2016,camp,514,5,0,0,,0
1,AKG,2016,camp,515,3.4,0,0,,1
1,AKG,2016,camp,516,3.3,0,0,,0
1,AKG,2016,camp,517,3.8,0,0,,0
1,AKG,2016,camp,518,5.1,0,0,,0
1,AKG,2016,camp,519,3.1,0,0,,0
1,AKG,2016,camp,520,3.4,0,0,,0
1,AKG,2016,camp,521,3.8,0,0,,0
1,AKG,2016,camp,522,3.7,0,0,,0
1,AKG,2016,camp,523,4.4,0,0,,0
1,AKG,2016,camp,524,3.2,0,0,,0
1,AKG,2016,camp,525,4.2,0,0,,0
1,AKG,2016,camp,526,4.6,0,0,,0
1,AKG,2016,camp,527,4.8,0,0,,0
1,AKG,2016,camp,528,3.6,0,0,,0
1,AKG,2016,camp,529,3.6,0,0,,0
1,AKG,2016,camp,530,4.5,0,0,,0
1,AKG,2016,camp,531,3.6,0,0,,0
1,AKG,2016,camp,532,5.2,0,1,,1
1,AKG,2016,camp,533,3.7,0,0,,1
1,AKG,2016,camp,534,4.7,0,0,,1
1,AKG,2016,camp,535,4.8,0,0,,0
1,AKG,2016,camp,536,3.5,0,0,,0
1,AKG,2016,camp,537,3.9,0,0,,0
1,AKG,2016,camp,538,3.9,0,0,,0
1,AKG,2016,camp,539,3.7,0,0,,0
1,AKG,2016,camp,540,4.8,0,0,,0
1,AKG,2016,camp,541,4.2,0,0,,0
1,AKG,2016,camp,542,4.5,0,0,,0
1,AKG,2016,camp,543,3.5,0,0,,0
1,AKG,2016,camp,544,4.7,0,0,,0
1,AKG,2016,camp,545,3.4,0,0,,0
1,AKG,2016,camp,,3.7,1,0,,1
1,AKG,2016,camp,,4.3,1,1,,1
1,AKG,2016,camp,,4.5,1,1,,1
1,AKG,2016,camp,,3.3,1,0,,0
1,AKG,2016,camp,,4.5,1,1,,1
1,AKG,2016,camp,,4.2,1,0,,0
1,AKG,2016,camp,,4.8,1,0,,0
1,AKG,2016,camp,,4.1,1,0,,0
1,AKG,2016,camp,,4.6,1,1,,1
1,AKG,2016,camp,,4.7,1,0,,0
1,AKG,2016,camp,,3.9,1,1,,1
1,AKG,2016,camp,,3.7,1,0,,0
1,AKG,2016,camp,,4.7,1,0,,0
1,AKG,2016,camp,,4.5,1,0,,1
1,AKG,2016,wpoint,546,3.6,0,1,3,1
1,AKG,2016,wpoint,547,3.8,0,0,2,0
1,AKG,2016,wpoint,548,4.8,0,0,3,0
1,AKG,2016,wpoint,549,3.9,0,1,3,1
1,AKG,2016,wpoint,550,3.2,0,0,2,0
1,AKG,2016,wpoint,551,4,0,0,3,1
1,AKG,2016,wpoint,552,3.9,0,0,3,1
1,AKG,2016,wpoint,553,3.2,0,0,3,0
1,AKG,2016,wpoint,554,3.6,0,0,3,0
1,AKG,2016,wpoint,555,4.6,0,0,3,0
1,AKG,2016,wpoint,556,3.3,0,0,3,0
1,AKG,2016,wpoint,557,4.4,0,0,3,0
1,AKG,2016,wpoint,558,4.5,0,0,3,0
1,AKG,2016,wpoint,559,4.5,0,0,3,0
1,AKG,2016,wpoint,560,4.4,0,0,3,0
1,AKG,2016,wpoint,561,3.5,0,0,3,0
1,AKG,2016,wpoint,562,4.2,0,0,3,0
1,AKG,2016,wpoint,563,3.9,0,0,3,0
1,AKG,2016,wpoint,564,3.4,0,1,2,1
1,AKG,2016,wpoint,565,4.3,0,0,2,0
1,AKG,2016,wpoint,566,4.8,0,0,2,0
1,AKG,2016,wpoint,567,3.8,0,0,2,0
1,AKG,2016,wpoint,568,4.2,0,0,2,0
1,AKG,2016,wpoint,569,3.3,0,0,2,0
1,AKG,2016,wpoint,570,4.6,0,0,2,0
1,AKG,2016,wpoint,571,4,0,0,2,0
1,AKG,2016,wpoint,572,4,0,0,2,0
1,AKG,2016,wpoint,573,4.7,0,0,2,0
1,AKG,2016,wpoint,574,3.6,0,1,2,1
1,AKG,2016,wpoint,575,4.5,0,1,2,1
1,AKG,2016,wpoint,576,4,0,0,2,0
1,AKG,2016,wpoint,577,3.4,0,0,2,0
1,AKG,2016,wpoint,578,3.6,0,0,2,0
1,AKG,2016,wpoint,579,4.1,0,0,2,0
1,AKG,2016,wpoint,580,4.5,0,0,2,0
1,AKG,2016,wpoint,581,4.3,0,0,2,0
1,AKG,2016,wpoint,582,4.3,0,0,2,0
1,AKG,2016,wpoint,583,3.9,0,0,3,0
1,AKG,2016,wpoint,584,3.9,0,0,2,0
1,AKG,2016,wpoint,585,4.3,0,0,2,0
1,AKG,2016,wpoint,586,4.3,0,0,2,1
1,AKG,2016,wpoint,587,4.2,0,0,2,1
1,AKG,2016,wpoint,588,4,0,0,2,0
1,AKG,2016,wpoint,589,4.3,0,0,2,0
1,AKG,2016,wpoint,590,4.4,0,0,2,0
1,AKG,2016,wpoint,591,4.5,0,0,2,0
1,AKG,2016,wpoint,592,4.9,0,0,2,0
1,AKG,2016,wpoint,593,4.5,0,0,2,0
1,AKG,2016,wpoint,594,4.5,0,0,2,1
1,AKG,2016,wpoint,595,3.5,0,0,2,0
1,AKG,2016,wpoint,596,4.6,0,1,,1
1,AKG,2016,wpoint,597,4.4,0,0,,0
1,AKG,2016,wpoint,598,4.3,0,0,,0
1,AKG,2016,wpoint,599,4.3,0,0,,0
1,AKG,2016,wpoint,600,4.5,0,0,,0
1,AKG,2016,wpoint,601,3.1,0,0,,0
1,AKG,2016,wpoint,602,3.4,0,0,,0
1,AKG,2016,wpoint,603,4.4,0,0,,0
1,AKG,2016,wpoint,604,4.7,0,1,,1
1,AKG,2016,wpoint,605,4,0,0,,0
1,AKG,2016,wpoint,606,4.5,0,0,,0
1,AKG,2016,wpoint,,3.9,1,0,,0
1,AKG,2016,wpoint,,4.6,1,0,,0
1,AKG,2016,wpoint,,4.5,1,0,,0
1,AKG,2016,wpoint,,4,1,0,,0
1,AKG,2016,wpoint,,3.8,1,1,,1
1,AKG,2016,wpoint,,4,1,1,,1
1,AKG,2016,wpoint,,3.9,1,0,,0
1,AKG,2016,wpoint,,4.3,1,0,,0
1,AKG,2016,wpoint,,4,1,0,,0
1,AKG,2016,wpoint,,3.4,1,0,,0
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,4.4,1,1,,1
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,3.8,1,0,,0
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,3.9,1,0,,0
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,3.7,1,0,,0
1,AKG,2016,wpoint,,4.4,1,0,,0
1,AKG,2016,wpoint,,4.2,1,0,,0
1,AKG,2016,wpoint,,4.2,1,0,,0
1,AKG,2016,wpoint,,4.4,1,1,,1
1,AKG,2016,wpoint,,4.4,1,0,,0
1,AKG,2016,wpoint,,4.1,1,0,,0
1,AKG,2016,wpoint,,3.9,1,0,,0
1,AKG,2016,wpoint,,3.9,1,0,,0
1,AKG,2016,wpoint,,4.2,1,0,,0
1,AKG,2016,wpoint,,3.9,1,1,,1
1,AKG,2016,wpoint,,3.6,1,1,,1
1,AKG,2016,wpoint,,4,1,0,,0
1,AKG,2016,wpoint,,4.3,1,0,,0
1,AKG,2016,wpoint,,3.5,1,0,,0
1,AKG,2016,wpoint,,3.6,1,0,,0
1,AKG,2016,wpoint,,3.8,1,0,,0
1,AKG,2016,wpoint,,4.6,1,0,,0
1,AKG,2016,wpoint,,4,1,0,,0
1,AKG,2016,wpoint,,4,1,0,,0
1,AKG,2016,wpoint,,3.4,1,0,,0
1,AKG,2016,jms,607,4.5,0,0,2,0
1,AKG,2016,jms,608,4,0,0,2,1
1,AKG,2016,jms,609,3.9,0,0,2,0
1,AKG,2016,jms,610,4.2,0,0,2,1
1,AKG,2016,jms,611,3,0,0,2,0
1,AKG,2016,jms,612,3.7,0,0,2,0
1,AKG,2016,jms,613,4.2,0,0,2,0
1,AKG,2016,jms,614,4.9,0,1,3,1
1,AKG,2016,jms,615,3.7,0,1,2,1
1,AKG,2016,jms,616,3.8,0,0,2,1
1,AKG,2016,jms,617,4.3,0,1,2,1
1,AKG,2016,jms,618,4,0,1,2,1
1,AKG,2016,jms,619,4.1,0,0,2,0
1,AKG,2016,jms,620,4.5,0,1,3,1
1,AKG,2016,jms,621,3.9,0,1,2,1
1,AKG,2016,jms,622,4,0,1,2,1
1,AKG,2016,jms,623,4.8,0,1,2,1
1,AKG,2016,jms,624,3.9,0,0,2,0
1,AKG,2016,jms,625,3.9,0,1,2,1
1,AKG,2016,jms,626,4.3,0,0,2,1
1,AKG,2016,jms,627,4.6,0,0,2,0
1,AKG,2016,jms,628,3.8,0,1,2,1
1,AKG,2016,jms,629,4.1,0,0,2,0
1,AKG,2016,jms,630,4,0,0,2,0
1,AKG,2016,jms,631,3.8,0,0,2,0
1,AKG,2016,jms,632,3.8,0,0,2,0
1,AKG,2016,jms,633,3.7,0,0,2,0
1,AKG,2016,jms,634,3.8,0,1,2,1
1,AKG,2016,jms,635,4.1,0,1,2,1
1,AKG,2016,jms,636,3.9,0,1,2,1
1,AKG,2016,jms,637,3.9,0,0,2,0
1,AKG,2016,jms,638,3.5,0,1,2,1
1,AKG,2016,jms,639,3.6,0,1,2,1
1,AKG,2016,jms,640,3.8,0,0,2,0
1,AKG,2016,jms,641,4.2,0,1,2,1
1,AKG,2016,jms,642,4,0,0,2,0
1,AKG,2016,jms,643,3.8,0,0,2,0
1,AKG,2016,jms,644,4,0,0,2,0
1,AKG,2016,jms,645,3.8,0,0,2,0
1,AKG,2016,jms,646,4.3,0,1,2,1
1,AKG,2016,jms,647,4.5,0,0,3,0
1,AKG,2016,jms,648,3.8,0,0,2,0
1,AKG,2016,jms,649,3.5,0,1,2,1
1,AKG,2016,jms,650,4,0,1,2,1
1,AKG,2016,jms,651,4,0,1,2,1
1,AKG,2016,jms,652,3.6,0,1,2,1
1,AKG,2016,jms,653,4,0,1,2,1
1,AKG,2016,jms,654,4.2,0,1,2,1
1,AKG,2016,jms,655,3.2,0,0,2,0
1,AKG,2016,jms,656,3.4,0,0,2,0
1,AKG,2016,jms,657,3.7,0,1,2,1
1,AKG,2016,jms,658,3.9,0,0,,0
1,AKG,2016,jms,659,4.2,0,0,,0
1,AKG,2016,jms,660,3.8,0,0,,0
1,AKG,2016,jms,661,4,0,0,,0
1,AKG,2016,jms,662,3.7,0,0,,0
1,AKG,2016,jms,663,4,0,1,,1
1,AKG,2016,jms,664,3.6,0,0,,0
1,AKG,2016,jms,665,3.8,0,0,,0
1,AKG,2016,jms,666,4,0,1,,1
1,AKG,2016,jms,667,3.4,0,1,,1
1,AKG,2016,jms,668,4,0,0,,1
1,AKG,2016,jms,669,4,0,1,,1
1,AKG,2016,jms,670,3.7,0,0,,0
1,AKG,2016,jms,671,3.3,0,0,,0
1,AKG,2016,jms,672,4,0,0,,0
1,AKG,2016,jms,673,4.1,0,0,,0
1,AKG,2016,jms,674,4,0,0,,0
1,AKG,2016,jms,675,3.9,0,1,,1
1,AKG,2016,jms,676,3.7,0,0,,0
1,AKG,2016,jms,677,3.9,0,0,,0
1,AKG,2016,jms,678,4,0,1,,1
1,AKG,2016,jms,679,3.4,0,0,,0
1,AKG,2016,jms,680,4,0,1,,1
1,AKG,2016,jms,681,3.6,0,0,,0
1,AKG,2016,jms,682,3.7,0,0,,0
1,AKG,2016,jms,683,3.5,0,0,,0
1,AKG,2016,jms,684,4,0,1,,1
1,AKG,2016,jms,685,4.3,0,0,,0
1,AKG,2016,jms,686,4,0,0,,0
1,AKG,2016,jms,687,3,0,0,,0
1,AKG,2016,jms,688,3.9,0,1,,1
1,AKG,2016,jms,689,4.7,0,0,,0
1,AKG,2016,jms,690,4.5,0,0,,0
1,AKG,2016,jms,691,3.8,0,0,,1
1,AKG,2016,jms,692,5.1,0,0,,1
1,AKG,2016,jms,693,3.5,0,0,,0
1,AKG,2016,jms,694,3.5,0,0,,0
1,AKG,2016,jms,,4.2,1,1,,1
1,AKG,2016,jms,,3.6,1,1,,1
1,AKG,2016,jms,,3.9,1,0,,1
1,AKG,2016,jms,,4,1,1,,1
1,AKG,2016,jms,,3.5,1,0,,0
1,AKG,2016,jms,,3.6,1,1,,1
1,AKG,2016,jms,,3.9,1,1,,1
1,AKG,2016,jms,,3.5,1,1,,1
1,AKG,2016,jms,,3.4,1,1,,1
1,AKG,2016,jms,,3.6,1,0,,0
1,AKG,2016,jms,,4,1,1,,1
1,AKG,2016,jms,,3,1,0,,0
